"salary","age","elevel","car","zipcode","credit","brand"
0.930257194750377,-0.272260151784682,"0","14","4",1.33045524079994,"0"
0.587335061963171,0.749934445043348,"1","11","6",-1.39801538690915,"1"
-0.178299198761399,-1.52160910346339,"0","15","2",-1.37198252877078,"0"
-0.558488604548516,0.0684713804913277,"3","6","5",-1.42631715132773,"1"
-0.898499154759221,-1.69197486960139,"3","14","4",0.718237546535367,"0"
1.22224617076541,0.35241432405467,"3","14","3",-0.77308668041464,"1"
0.507386310545779,0.69314585633068,"3","3","0",0.765328536121036,"1"
-0.330099613580682,-1.18087757118738,"4","17","0",0.191464658687909,"0"
-1.24524736070319,-0.499414506635356,"1","5","4",1.68218480402695,"1"
-0.558108563829723,-0.101894385646677,"4","16","5",0.350635188740817,"1"
1.17415329454778,0.125259969203996,"1","6","0",-0.661142168927771,"0"
-0.709670707886501,0.125259969203996,"3","20","4",-0.142214320111477,"1"
-0.0601414162088307,-0.953723216336703,"4","13","3",1.21101504373408,"0"
-0.550555395116918,0.69314585633068,"2","6","3",0.0941379837197336,"0"
1.26197722316753,-1.52160910346339,"1","11","4",1.39842048571377,"1"
0.755954075631343,-1.46482051475072,"2","7","7",-0.343994642518458,"1"
0.94933335677771,0.409202912767338,"1","6","2",-1.59760103193402,"0"
0.974059796485105,0.0116827917786594,"2","2","8",1.14711557264455,"0"
0.132633177417823,1.54497468702071,"0","18","2",-0.366603970008653,"1"
0.0701020247086285,1.71534045315871,"3","7","5",-0.0362254287775579,"1"
-1.33071708207896,0.295625735342001,"0","15","6",-0.431811981639415,"1"
-1.26123379506394,-1.01051180504937,"3","9","6",-0.549025313137275,"1"
-0.648276007772666,0.465991501480006,"1","4","4",1.52068985212215,"1"
-1.37693760192728,-1.12408898247471,"4","20","1",-0.489393321622226,"1"
-1.052452842623,-0.101894385646677,"3","1","5",0.769743902549843,"1"
0.609350326948181,1.43139750959537,"0","16","2",-0.271008456237215,"1"
1.69135948500526,0.69314585633068,"2","9","1",0.886907270452388,"1"
-0.17253249449511,1.14745456603203,"3","8","0",-1.15456519558552,"0"
0.344756547073379,-1.63518628088872,"1","1","2",-1.17896376104192,"1"
1.08003152427417,-0.442625917922688,"3","14","1",1.16203235988694,"1"
-1.22466384849003,-0.329048740497351,"2","10","3",-1.12826047361141,"1"
-1.23888615279797,0.125259969203996,"2","2","3",-0.264121280710655,"1"
-0.929844349206801,-0.442625917922688,"4","8","2",1.47331740979177,"1"
0.443390007337196,-1.35124333732538,"0","18","2",-1.5495223693989,"0"
0.626481709182124,-1.35124333732538,"0","9","0",-0.378828994667827,"1"
1.60466090611807,0.0684713804913277,"1","5","3",1.29024659490161,"1"
0.149597466222541,-1.23766615990004,"2","17","0",-1.70731342680986,"0"
1.25931248568928,1.03387738860669,"2","4","6",1.16220946868229,"1"
-0.261918770554647,1.2042431547447,"1","7","5",-0.49225449476968,"0"
-1.27506685477219,-0.840146038911366,"4","12","1",-1.59923171685187,"1"
0.0751032166825283,-0.385837329210019,"1","12","4",-1.23656137836471,"0"
0.670828685731136,0.125259969203996,"0","16","4",0.950400451966946,"0"
0.0972015187503748,-0.783357450198698,"4","8","7",-0.366942411104833,"0"
-1.27289484951007,-1.01051180504937,"2","6","2",-0.918206666646586,"1"
0.45777485101966,-0.953723216336703,"0","8","2",0.193158614516486,"0"
1.40952030465868,-1.46482051475072,"0","17","5",-0.911640393691283,"1"
-0.041292250170015,0.69314585633068,"4","2","8",-0.58640068355749,"1"
-1.4143224104467,-0.158682974359346,"4","10","2",-0.488889196752318,"1"
-0.558000076462922,-1.06730039376204,"0","18","6",-0.818990906101579,"0"
-0.485757296539533,1.65855186444604,"1","20","6",0.96434259243387,"0"
1.60949586846341,-1.57839769217605,"1","16","3",0.994403628962683,"1"
1.25262432605199,0.863511622468685,"4","11","1",-0.0699926681012694,"1"
0.184832583445814,-0.329048740497351,"4","9","5",1.01583122574864,"0"
1.73127459114863,-0.215471563072014,"4","1","8",0.444772438866596,"1"
1.25182572961081,0.749934445043348,"1","8","1",1.21038600437813,"1"
0.684395415216177,0.806723033756017,"4","11","6",0.0621155132230247,"1"
1.28458049073647,1.09066597731936,"0","7","8",1.13775045115148,"1"
0.0111338563078161,0.806723033756017,"2","14","5",-1.45653845235595,"1"
-1.10858886282348,0.806723033756017,"0","13","0",1.47796391145201,"0"
1.56564240171029,0.238837146629333,"1","13","2",-1.09871011857484,"1"
-1.09735535415283,-1.12408898247471,"0","6","2",-0.399286509876429,"1"
0.0312635853311402,1.43139750959537,"3","7","1",-1.40897181118464,"1"
1.67260216517115,-1.12408898247471,"1","5","2",-0.800435030592818,"1"
-0.472706689273284,1.31782033217003,"4","11","1",0.127052278003577,"0"
1.5797793669703,-1.06730039376204,"4","7","7",-0.929930551029471,"1"
0.191176013134395,1.31782033217003,"0","12","6",-0.0730125201956601,"1"
0.319529482091771,0.125259969203996,"4","19","5",-0.685083521305904,"0"
-0.990672807562518,-1.63518628088872,"4","2","3",0.781712765510666,"1"
-1.12970552123827,0.182048557916664,"1","3","6",-0.869169925438492,"1"
0.433367892866536,-1.57839769217605,"0","6","1",0.138094304038819,"1"
-1.24388663404645,0.522780090192675,"0","9","0",1.70462611738261,"1"
0.524839699942791,1.43139750959537,"3","9","3",0.0286186308004709,"1"
-0.893726479445018,-1.12408898247471,"0","15","5",-1.10012358335345,"0"
-1.32599926845295,0.465991501480006,"4","16","1",1.01970069536682,"1"
1.50917061137055,1.43139750959537,"2","18","3",0.537736134823911,"1"
-0.666224922942594,-0.783357450198698,"4","12","7",0.28742699296563,"0"
-0.169326342895251,1.48818609830804,"3","10","7",0.806725586997891,"1"
-1.53281448252689,-0.840146038911366,"1","8","5",0.122200933436846,"1"
0.832260625906121,-1.35124333732538,"4","19","7",1.07214827867998,"1"
-0.0396742761964146,1.31782033217003,"3","13","2",0.030508375420655,"1"
1.21817613626749,-1.18087757118738,"0","15","0",0.156388366844548,"1"
-0.978229569418267,-0.499414506635356,"2","14","3",-1.45832964965323,"1"
-1.41532921388564,-1.46482051475072,"1","1","7",1.6689658361603,"1"
-0.39804201313714,0.636357267618011,"2","16","6",0.686937821875717,"0"
-1.52912869685772,-0.215471563072014,"0","16","2",0.312026704225879,"1"
-0.000285090944208101,0.636357267618011,"4","16","6",-0.395684912174246,"1"
1.41880056929763,-0.272260151784682,"2","7","4",-0.200361653260236,"1"
-0.104608626327921,-0.158682974359346,"2","11","5",0.978204764621623,"0"
1.17549417527832,1.54497468702071,"4","10","4",1.60264197754397,"1"
0.320951438578904,0.182048557916664,"1","18","4",0.999323078341018,"0"
0.831410119184075,0.863511622468685,"3","19","8",-1.22000688275403,"1"
0.426553911749699,1.14745456603203,"4","4","6",1.47503601274218,"1"
1.18145022141194,-1.18087757118738,"2","12","0",-1.02820270086166,"1"
0.466011914535788,1.54497468702071,"0","3","1",0.389139691470987,"1"
0.735658954515899,-1.46482051475072,"1","2","2",0.481925987939167,"1"
-0.951382841860117,-0.669780272773361,"2","9","4",0.877633099690851,"1"
-0.113574846634481,-1.63518628088872,"4","2","7",-0.467651264259161,"0"
-1.08807403363962,-0.385837329210019,"3","19","1",-0.333993153849555,"1"
1.32889841482544,-0.329048740497351,"3","10","6",0.954896539180106,"1"
0.120472167302167,0.295625735342001,"3","14","4",-0.0172678165219939,"0"
0.873396970022017,1.14745456603203,"1","5","0",0.294888145085278,"1"
0.856779894062305,-0.896934627624035,"3","3","2",-0.922101726938769,"1"
0.499288585291585,-0.669780272773361,"3","4","7",0.780915784865439,"1"
1.3244134376583,0.0684713804913277,"1","2","1",1.57065662170247,"1"
-1.51313632943865,-0.499414506635356,"4","16","5",-0.237290781921597,"1"
-0.432992160507559,-1.35124333732538,"4","14","2",1.62593965623019,"0"
-0.0329416549671583,1.60176327573337,"4","19","3",-0.256028369908106,"1"
-1.04748158813341,-0.556203095348024,"2","11","4",0.868734298444259,"1"
-1.66229092921386,0.125259969203996,"1","14","7",-1.10500939004616,"1"
1.48679776050439,0.579568678905343,"4","3","4",1.6289177446305,"1"
0.520564427894516,-1.18087757118738,"2","15","8",-1.21415040210089,"1"
1.42574779219633,-0.896934627624035,"4","17","7",-0.615095263447484,"1"
-1.52578446290266,-0.612991684060693,"0","19","1",0.804219292546148,"1"
1.40747173348603,-1.46482051475072,"0","13","2",-0.219607901077116,"1"
-1.36030390258024,1.3746089208827,"4","20","6",-0.856178312409657,"0"
-1.54811805673498,0.125259969203996,"1","3","2",-1.06298894126569,"1"
1.07114009461937,-1.01051180504937,"3","15","0",0.286842220843838,"1"
1.28769553471302,-0.499414506635356,"2","15","6",0.0862406686001562,"1"
-1.16015662523314,0.69314585633068,"4","9","4",1.56735692152054,"1"
1.47633397754199,1.09066597731936,"2","7","6",-0.0895242246506128,"1"
0.586287812438013,1.60176327573337,"3","2","5",0.946881354260003,"1"
0.153751999048389,-0.840146038911366,"1","2","2",0.36848019768613,"0"
-1.24241371119822,-1.69197486960139,"3","1","1",1.03788447939692,"1"
0.203774536956143,0.125259969203996,"2","8","2",0.415414398865283,"0"
1.73127459114863,-1.06730039376204,"4","18","5",0.0092954377823233,"1"
-0.472305228898099,-0.158682974359346,"1","11","8",-1.60286879589504,"1"
0.0967236934626583,1.71534045315871,"1","11","1",-1.14150321803043,"1"
-1.47718215069718,-0.272260151784682,"2","9","8",1.08392820854939,"1"
0.606225573173095,-0.953723216336703,"2","6","5",-0.54008968724204,"1"
0.932434924814205,-0.499414506635356,"0","3","6",0.552119740188015,"0"
1.16755300858724,0.920300211181353,"0","2","0",1.00040632501526,"1"
0.474947019713352,1.26103174345736,"1","6","0",0.214535119980179,"1"
-0.898122358864086,0.295625735342001,"0","20","2",0.554820458613744,"1"
0.00145291550582867,-1.46482051475072,"2","19","2",-0.554562338365652,"0"
0.731381544189586,1.43139750959537,"1","3","6",-0.594385004769556,"1"
1.26782143682916,-1.40803192603805,"1","5","4",-0.705262759410389,"1"
-1.62416618443587,1.26103174345736,"2","8","7",0.44587302271049,"0"
-1.45704640106818,0.409202912767338,"4","4","4",-0.423964692652113,"1"
-0.192940392798183,0.863511622468685,"4","20","8",-0.00887135062613309,"1"
-0.442695159000515,0.636357267618011,"1","20","3",0.198349324489418,"0"
-1.71756095423715,-0.499414506635356,"0","10","2",1.63013016861238,"1"
0.273423252408697,1.65855186444604,"4","8","2",0.559979489149276,"1"
0.557575389007889,1.43139750959537,"1","15","1",-1.69712618414686,"1"
1.47456734602222,-0.953723216336703,"1","20","2",-0.775774136194215,"1"
-0.442728358552655,-0.329048740497351,"4","18","2",-0.711321805387656,"1"
1.73127459114863,0.35241432405467,"1","7","4",0.856359357572026,"1"
0.443134793506837,-1.52160910346339,"2","15","2",-0.0326375246080584,"1"
-0.189521351212483,0.238837146629333,"2","11","7",-0.263589528248608,"0"
-0.798016524382184,-1.01051180504937,"0","18","7",-0.551284164642506,"0"
-0.0884466658697455,-1.06730039376204,"4","14","8",0.558066225821421,"0"
-0.465990030846702,-1.63518628088872,"0","5","1",0.686130241559301,"0"
1.51917253423557,-0.158682974359346,"2","6","8",-0.955462326892866,"1"
0.48859631962725,-0.329048740497351,"1","5","0",-0.0250657246759875,"0"
-0.694702362350489,0.69314585633068,"2","19","3",0.97069198995916,"0"
-0.911369271461922,-0.499414506635356,"0","3","5",1.45332911695694,"1"
-0.960491584234409,-1.57839769217605,"2","8","1",-1.39036515758819,"1"
0.371314919613939,0.863511622468685,"3","18","3",-0.27615235695163,"1"
-0.674128763947753,1.14745456603203,"3","4","2",-0.660589872730602,"0"
0.982501447578735,-1.12408898247471,"1","11","8",-1.70731342680986,"1"
1.41766606423317,0.182048557916664,"4","20","3",-1.00052074706172,"1"
1.12871349343835,-1.23766615990004,"1","17","2",-1.04140873917737,"1"
-1.0793236088302,1.03387738860669,"4","12","6",1.11207789840511,"0"
